state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10
Wisconsin,Marathon,2006,185,146,38,1,0,0,0,105,61,41,0,0,185,0,0
Wisconsin,Milwaukee,2006,364,254,99,11,0,0,0,150,74,40,1,87,170,105,1
Wisconsin,Oneida,2006,184,158,26,0,0,0,0,87,54,38,0,0,184,0,0
Wisconsin,Outagamie,2006,245,169,70,6,0,0,0,121,71,41,0,0,167,78,0
Wisconsin,Ozaukee,2006,247,177,64,4,2,0,0,169,71,42,0,0,173,74,0
Wisconsin,Racine,2006,184,153,26,5,0,0,0,133,67,38,0,0,184,0,0
Wisconsin,Rock,2006,185,147,37,1,0,0,0,112,64,42,0,0,185,0,0
Wisconsin,Sauk,2006,349,288,59,2,0,0,0,114,60,38,0,0,287,62,0
Wisconsin,Sheboygan,2006,217,163,40,11,2,1,0,204,90,41,0,0,188,0,29
Wisconsin,St. Croix,2006,360,288,69,3,0,0,0,119,57,38,0,0,300,60,0
Wisconsin,Taylor,2006,357,297,58,2,0,0,0,126,61,39,0,0,305,52,0
Wisconsin,Vernon,2006,183,144,38,1,0,0,0,108,61,43,0,0,183,0,0
Wisconsin,Vilas,2006,211,177,34,0,0,0,0,97,58,39,0,0,181,30,0
Wisconsin,Walworth,2006,186,134,46,6,0,0,0,129,74,44,0,0,186,0,0
Wisconsin,Washington,2006,185,150,35,0,0,0,0,97,64,41,0,0,185,0,0
Wisconsin,Waukesha,2006,365,275,87,3,0,0,0,129,67,32,0,0,142,98,125
Wisconsin,Waupaca,2006,5,2,3,0,0,0,0,92,92,57,0,0,0,5,0
Wyoming,Albany,2006,358,220,135,3,0,0,0,108,74,47,0,0,350,0,8
Wyoming,Campbell,2006,365,188,171,6,0,0,0,133,78,50,0,1,209,4,151
Wyoming,Converse,2006,287,267,20,0,0,0,0,96,44,17,0,172,0,6,109
Wyoming,Fremont,2006,122,103,19,0,0,0,0,77,56,24,0,0,0,104,18
Wyoming,Johnson,2006,115,112,3,0,0,0,0,61,25,7,0,0,0,115,0
Wyoming,Laramie,2006,119,115,4,0,0,0,0,57,29,17,0,0,0,89,30
Wyoming,Lincoln,2006,360,354,5,0,0,1,0,299,31,15,0,0,0,0,360
Wyoming,Natrona,2006,88,85,3,0,0,0,0,66,31,17,0,0,0,0,88
Wyoming,Park,2006,115,114,1,0,0,0,0,51,21,8,0,0,0,87,28
Wyoming,Platte,2006,61,57,4,0,0,0,0,91,40,19,0,0,0,0,61
Wyoming,Sheridan,2006,237,184,53,0,0,0,0,93,60,31,0,0,0,86,151
Wyoming,Sublette,2006,365,158,195,11,1,0,0,166,90,54,0,51,302,10,2
Wyoming,Sweetwater,2006,365,261,99,4,0,0,1,344,71,42,0,14,233,0,118
Wyoming,Teton,2006,364,255,108,1,0,0,0,140,71,44,16,0,327,17,4
Alabama,Baldwin,2007,269,181,72,15,1,0,0,154,87,43,0,0,197,72,0
Alabama,Clay,2007,283,142,129,10,2,0,0,166,84,50,0,0,200,83,0
Alabama,Colbert,2007,283,174,94,15,0,0,0,122,90,48,0,0,199,84,0
Alabama,DeKalb,2007,362,202,132,27,1,0,0,169,93,47,0,0,307,55,0
Alabama,Elmore,2007,244,162,75,6,1,0,0,151,77,45,0,0,244,0,0
Alabama,Escambia,2007,107,56,50,1,0,0,0,137,71,49,0,0,0,107,0
Alabama,Etowah,2007,323,131,170,22,0,0,0,145,87,54,0,0,129,194,0
Alabama,Houston,2007,276,183,85,7,1,0,0,158,77,45,0,0,196,80,0
Alabama,Jefferson,2007,365,31,261,56,16,1,0,203,127,75,20,0,76,213,56
Alabama,Lawrence,2007,282,149,110,22,1,0,0,156,97,49,0,0,208,74,0
Alabama,Madison,2007,364,208,131,23,2,0,0,182,93,46,0,0,290,72,2
Alabama,Mobile,2007,359,261,79,17,2,0,0,164,75,42,0,0,203,69,87
Alabama,Montgomery,2007,353,157,177,14,5,0,0,157,87,53,0,0,123,230,0
Alabama,Morgan,2007,284,130,125,27,2,0,0,172,101,54,0,0,203,81,0
Alabama,Russell,2007,354,133,203,15,3,0,0,163,89,56,0,0,98,256,0
Alabama,Shelby,2007,284,146,109,23,6,0,0,182,101,50,0,0,202,82,0
Alabama,Sumter,2007,239,191,46,2,0,0,0,140,74,40,0,0,239,0,0
Alabama,Talladega,2007,118,57,60,1,0,0,0,113,77,51,0,0,0,118,0
Alabama,Tuscaloosa,2007,274,154,102,16,2,0,0,159,93,47,0,0,190,84,0
Alabama,Walker,2007,117,52,63,2,0,0,0,115,79,53,0,0,0,117,0
Alaska,Aleutians East ,2007,113,111,2,0,0,0,0,56,23,10,0,0,0,113,0
Alaska,Anchorage ,2007,301,275,25,1,0,0,0,135,47,21,120,0,0,64,117
Alaska,Denali ,2007,356,354,2,0,0,0,0,51,42,33,0,0,353,3,0
Alaska,Fairbanks North Star ,2007,332,208,110,12,2,0,0,160,79,32,12,0,0,320,0
Alaska,Juneau ,2007,135,116,16,3,0,0,0,127,55,17,0,0,0,130,5
Alaska,Kenai Peninsula ,2007,108,107,1,0,0,0,0,58,13,5,0,0,0,108,0
Alaska,Matanuska-Susitna ,2007,132,119,12,1,0,0,0,107,49,13,0,0,0,116,16
Alaska,Wrangell Petersburg,2007,114,114,0,0,0,0,0,25,11,4,0,0,0,114,0
Arizona,Apache,2007,365,341,24,0,0,0,0,80,44,25,0,0,0,11,354
Arizona,Cochise,2007,357,239,117,1,0,0,0,108,71,45,0,0,332,16,9
Arizona,Coconino,2007,357,207,148,2,0,0,0,131,80,49,0,0,342,15,0
Arizona,Gila,2007,336,138,175,23,0,0,0,126,93,55,0,0,177,27,132
Arizona,Graham,2007,60,59,1,0,0,0,0,54,31,19,0,0,0,0,60
Arizona,La Paz,2007,212,112,94,6,0,0,0,136,87,50,0,0,212,0,0
Arizona,Maricopa,2007,365,42,257,64,1,0,1,417,115,77,0,50,166,19,130
Arizona,Mohave,2007,120,108,11,1,0,0,0,121,51,23,0,0,0,97,23
Arizona,Navajo,2007,311,198,111,2,0,0,0,112,77,46,0,0,286,16,9
Arizona,Pima,2007,365,183,171,11,0,0,0,127,84,50,0,21,271,24,49
Arizona,Pinal,2007,365,43,114,116,49,19,24,2148,221,108,0,0,59,11,295
Arizona,Santa Cruz,2007,358,171,173,14,0,0,0,140,88,52,0,0,0,26,332
Arizona,Yavapai,2007,120,118,2,0,0,0,0,80,36,18,0,0,0,82,38
Arizona,Yuma,2007,365,205,140,17,3,0,0,198,78,48,0,7,164,0,194
Arkansas,Arkansas,2007,114,64,50,0,0,0,0,97,68,47,0,0,0,114,0
Arkansas,Ashley,2007,115,67,48,0,0,0,0,88,66,45,0,0,0,115,0
Arkansas,Clark,2007,358,323,33,2,0,0,0,129,50,33,0,0,358,0,0
Arkansas,Crittenden,2007,365,239,96,27,3,0,0,177,93,44,0,58,234,73,0
Arkansas,Faulkner,2007,111,68,43,0,0,0,0,90,69,44,0,0,0,111,0
Arkansas,Garland,2007,114,68,46,0,0,0,0,100,66,46,0,0,0,114,0
Arkansas,Jackson,2007,120,69,50,1,0,0,0,106,72,47,0,0,0,120,0
Arkansas,Newton,2007,364,274,82,8,0,0,0,147,77,42,0,0,333,31,0
Arkansas,Phillips,2007,113,61,51,1,0,0,0,103,72,48,0,0,0,113,0
Arkansas,Polk,2007,364,247,107,8,2,0,0,166,79,44,0,0,303,61,0
Arkansas,Pope,2007,119,63,55,1,0,0,0,104,68,49,0,0,0,119,0
Arkansas,Pulaski,2007,365,154,189,18,3,1,0,235,87,54,0,5,110,249,1
Arkansas,Sebastian,2007,117,72,45,0,0,0,0,98,67,45,0,0,0,117,0
Arkansas,Union,2007,108,58,50,0,0,0,0,100,72,49,0,0,0,108,0
Arkansas,Washington,2007,365,324,39,2,0,0,0,115,54,35,0,0,365,0,0
Arkansas,White,2007,117,66,51,0,0,0,0,100,68,44,0,0,0,117,0
California,Alameda,2007,365,278,78,8,1,0,0,164,68,38,0,40,209,116,0
California,Amador,2007,349,270,69,10,0,0,0,122,71,38,0,0,349,0,0
California,Butte,2007,365,193,132,38,2,0,0,174,101,49,0,0,272,92,1
California,Calaveras,2007,359,254,91,14,0,0,0,143,80,42,0,0,343,15,1
California,Colusa,2007,365,279,78,7,1,0,0,152,66,41,0,0,237,128,0
California,Contra Costa,2007,365,284,70,11,0,0,0,136,67,40,0,28,257,79,1
California,Del Norte,2007,115,115,0,0,0,0,0,49,27,12,0,0,0,91,24
California,El Dorado,2007,365,230,87,40,7,1,0,201,112,44,0,0,361,3,1
California,Fresno,2007,365,22,194,106,43,0,0,190,153,87,0,0,139,225,1
California,Glenn,2007,365,236,117,12,0,0,0,138,77,44,0,0,225,140,0
California,Humboldt,2007,339,319,20,0,0,0,0,97,42,29,13,9,271,40,6
California,Imperial,2007,365,138,172,46,9,0,0,190,112,58,3,64,243,34,21
California,Inyo,2007,365,170,146,38,8,1,2,623,112,51,0,0,295,4,66
California,Kern,2007,365,30,151,114,66,4,0,205,160,101,0,1,192,167,5
California,Kings,2007,365,69,191,83,22,0,0,196,136,77,0,2,165,183,15
California,Lake,2007,356,347,9,0,0,0,0,77,44,32,0,0,351,5,0
California,Los Angeles,2007,365,45,193,91,30,6,0,213,150,81,0,76,168,116,5
California,Madera,2007,363,279,72,12,0,0,0,143,77,40,0,49,314,0,0
California,Marin,2007,365,359,6,0,0,0,0,78,40,30,3,124,215,23,0
California,Mariposa,2007,365,115,198,45,7,0,0,192,115,60,0,0,223,141,1
California,Mendocino,2007,365,358,7,0,0,0,0,90,42,31,0,40,308,8,9
California,Merced,2007,364,223,99,37,5,0,0,177,105,46,0,42,279,42,1
California,Mono,2007,276,242,20,1,2,1,10,9916,66,17,0,0,0,30,246
California,Monterey,2007,365,350,15,0,0,0,0,100,45,35,0,19,321,14,11
California,Napa,2007,365,213,146,6,0,0,0,120,77,46,0,2,84,278,1
California,Nevada,2007,365,133,171,52,9,0,0,177,119,57,0,0,239,126,0
California,Orange,2007,365,151,185,23,4,1,1,381,93,53,0,44,145,174,2
California,Placer,2007,365,164,156,42,3,0,0,187,106,54,0,15,221,129,0
California,Plumas,2007,137,70,60,6,1,0,0,160,87,50,0,0,0,134,3
California,Riverside,2007,365,56,126,115,60,7,1,1108,161,101,0,19,234,79,33
California,Sacramento,2007,365,123,172,55,14,1,0,218,126,60,0,43,203,119,0
California,San Benito,2007,365,261,87,17,0,0,0,143,80,43,0,0,355,10,0
California,San Bernardino,2007,365,64,142,78,66,15,0,234,179,90,0,61,248,39,17
California,San Diego,2007,365,87,217,51,9,1,0,257,115,67,2,41,219,95,8
California,San Francisco,2007,365,281,79,5,0,0,0,125,60,38,0,73,93,199,0
California,San Joaquin,2007,365,201,137,26,1,0,0,154,93,48,0,41,160,163,1
California,San Luis Obispo,2007,365,191,133,39,2,0,0,156,101,49,0,8,336,12,9
California,San Mateo,2007,365,274,86,5,0,0,0,126,63,38,0,38,126,201,0
California,Santa Barbara,2007,365,224,120,19,2,0,0,183,84,48,0,2,341,20,2
California,Santa Clara,2007,365,236,116,12,1,0,0,152,78,44,0,15,164,186,0
California,Santa Cruz,2007,365,352,13,0,0,0,0,97,44,34,0,2,343,13,7
California,Shasta,2007,365,262,81,22,0,0,0,133,90,44,0,0,353,12,0
California,Siskiyou,2007,348,326,21,1,0,0,0,126,47,32,0,0,328,10,10
California,Solano,2007,365,216,131,18,0,0,0,126,81,45,0,7,156,202,0
California,Sonoma,2007,365,332,33,0,0,0,0,93,48,35,1,46,292,26,0
California,Stanislaus,2007,365,146,167,37,15,0,0,178,115,56,0,1,150,213,1
California,Sutter,2007,365,205,127,32,1,0,0,151,98,48,0,23,216,125,1
California,Tehama,2007,359,262,68,28,1,0,0,154,97,39,0,0,352,0,7
California,Trinity,2007,118,116,2,0,0,0,0,60,29,13,0,0,0,62,56
California,Tulare,2007,365,59,126,120,60,0,0,192,156,100,0,4,200,160,1
California,Tuolumne,2007,364,246,79,37,2,0,0,169,101,42,0,0,364,0,0
California,Ventura,2007,365,181,141,37,6,0,0,190,105,51,0,13,308,42,2
California,Yolo,2007,365,265,89,9,2,0,0,164,74,43,0,5,257,101,2
Colorado,Adams,2007,365,181,177,5,2,0,0,161,80,51,0,123,166,44,32
Colorado,Alamosa,2007,364,350,13,0,0,0,1,387,42,23,0,0,0,12,352
Colorado,Arapahoe,2007,360,244,105,10,1,0,0,153,84,44,0,0,330,30,0
Colorado,Archuleta,2007,359,356,3,0,0,0,0,74,32,19,0,0,0,0,359
Colorado,Boulder,2007,365,218,125,19,3,0,0,156,93,45,0,0,335,30,0
Colorado,Clear Creek,2007,85,13,29,29,13,1,0,201,164,101,0,0,85,0,0
Colorado,Delta,2007,106,102,4,0,0,0,0,66,37,23,0,0,0,0,106
Colorado,Denver,2007,365,167,182,15,1,0,0,154,83,52,1,111,157,81,15
Colorado,Douglas,2007,359,223,112,23,1,0,0,154,97,44,0,0,340,19,0
Colorado,El Paso,2007,365,230,125,10,0,0,0,129,80,46,1,0,341,20,3
Colorado,Elbert,2007,52,50,2,0,0,0,0,52,36,19,0,0,0,52,0
Colorado,Fremont,2007,56,56,0,0,0,0,0,29,23,17,0,0,0,0,56
Colorado,Garfield,2007,324,178,145,0,1,0,0,166,77,49,0,0,294,0,30
Colorado,Gunnison,2007,365,239,125,1,0,0,0,103,68,47,0,0,330,0,35
Colorado,Jackson,2007,115,115,0,0,0,0,0,38,20,8,0,0,0,115,0
Colorado,Jefferson,2007,365,225,97,37,6,0,0,182,105,45,0,0,365,0,0
Colorado,La Plata,2007,365,211,148,6,0,0,0,140,77,48,0,14,350,1,0
Colorado,Larimer,2007,365,186,144,33,2,0,0,156,100,50,1,0,344,20,0
Colorado,Mesa,2007,365,246,117,2,0,0,0,114,65,44,2,0,133,49,181
Colorado,Montezuma,2007,359,222,134,3,0,0,0,105,77,47,0,0,357,2,0
Colorado,Park,2007,199,61,103,31,4,0,0,166,115,67,0,0,199,0,0
Colorado,Pitkin,2007,361,202,146,13,0,0,0,126,87,44,0,0,177,2,182
Colorado,Prowers,2007,363,344,19,0,0,0,0,70,42,22,0,0,0,0,363
Colorado,Pueblo,2007,128,120,8,0,0,0,0,70,46,28,0,0,0,93,35
Colorado,Routt,2007,357,340,17,0,0,0,0,73,36,19,0,0,0,0,357
Colorado,San Juan,2007,118,117,1,0,0,0,0,57,19,9,0,0,0,118,0
Colorado,San Miguel,2007,114,112,2,0,0,0,0,62,31,17,0,0,0,0,114
Colorado,Summit,2007,326,317,9,0,0,0,0,64,29,13,0,0,0,0,326
Colorado,Weld,2007,365,224,125,16,0,0,0,139,93,45,17,0,300,46,2
Connecticut,Fairfield,2007,365,211,116,27,10,1,0,203,108,46,4,46,153,161,1
Connecticut,Hartford,2007,365,250,99,11,4,1,0,202,78,40,9,52,142,162,0
Connecticut,Litchfield,2007,365,276,59,23,6,1,0,219,90,39,1,14,313,37,0
Connecticut,Middlesex,2007,182,120,37,19,5,1,0,206,115,44,0,0,182,0,0
Connecticut,New Haven,2007,365,218,118,22,7,0,0,200,90,45,0,75,122,168,0
Connecticut,New London,2007,331,219,89,17,6,0,0,179,80,42,0,0,148,183,0
Connecticut,Tolland,2007,172,125,25,15,6,1,0,202,119,41,0,0,172,0,0
Connecticut,Windham,2007,361,314,31,14,2,0,0,172,64,33,0,0,361,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2007,365,16,159,103,75,8,4,440,167,104,2,17,62,122,162
Country Of Mexico,CHIHUAHUA STATE,2007,365,206,132,23,3,0,1,494,93,47,68,0,249,0,48
Country Of Mexico,SONORA,2007,153,23,98,28,3,0,1,327,118,73,6,0,0,0,147
Delaware,Kent,2007,262,153,97,12,0,0,0,129,90,47,0,0,186,76,0
Delaware,New Castle,2007,365,154,175,31,4,1,0,213,100,55,0,42,148,175,0
Delaware,Sussex,2007,261,137,101,23,0,0,0,147,97,49,0,0,193,68,0
District Of Columbia,District of Columbia,2007,365,152,182,26,5,0,0,169,97,54,0,57,134,173,1
Florida,Alachua,2007,365,287,67,10,1,0,0,154,71,40,0,0,304,58,3
Florida,Baker,2007,365,305,58,2,0,0,0,122,58,38,0,0,365,0,0
Florida,Bay,2007,364,260,93,11,0,0,0,136,77,42,0,0,304,51,9
Florida,Brevard,2007,365,260,101,3,1,0,0,156,67,42,0,0,243,122,0
Florida,Broward,2007,365,262,95,6,2,0,0,153,64,42,0,11,140,204,10
Florida,Citrus,2007,121,102,19,0,0,0,0,86,56,35,0,0,0,121,0
Florida,Collier,2007,364,270,92,2,0,0,0,137,67,40,0,0,214,150,0
Florida,Columbia,2007,365,225,131,8,1,0,0,159,72,47,0,0,194,171,0
Florida,Duval,2007,365,217,134,8,6,0,0,168,77,47,0,1,168,196,0
Florida,Escambia,2007,365,182,162,19,2,0,0,174,90,51,0,0,183,182,0
Florida,Hamilton,2007,336,239,94,0,3,0,0,193,62,36,0,0,0,207,129
Florida,Highlands,2007,357,300,54,3,0,0,0,122,61,36,0,0,357,0,0
Florida,Hillsborough,2007,365,178,167,14,5,1,0,247,84,51,0,0,155,205,5
Florida,Holmes,2007,365,233,125,7,0,0,0,115,76,45,0,0,226,139,0
Florida,Indian River,2007,310,256,52,2,0,0,0,115,67,38,0,0,310,0,0
Florida,Lake,2007,363,261,91,10,1,0,0,166,67,41,0,0,252,111,0
Florida,Lee,2007,365,299,64,2,0,0,0,122,64,38,0,0,327,33,5
Florida,Leon,2007,365,150,193,14,7,0,1,326,84,54,0,0,78,287,0
Florida,Liberty,2007,343,308,35,0,0,0,0,97,51,36,0,0,343,0,0
Florida,Manatee,2007,365,286,70,9,0,0,0,147,67,40,0,2,321,39,3
Florida,Marion,2007,365,291,67,5,2,0,0,164,61,40,0,0,296,69,0
Florida,Miami-Dade,2007,365,226,130,9,0,0,0,126,74,45,0,2,118,245,0
Florida,Orange,2007,365,237,115,11,2,0,0,164,74,45,0,2,182,181,0
Florida,Osceola,2007,365,313,46,6,0,0,0,143,61,36,0,0,365,0,0
Florida,Palm Beach,2007,365,301,61,2,1,0,0,152,56,36,0,13,246,103,3
Florida,Pasco,2007,362,273,80,9,0,0,0,136,74,41,0,0,362,0,0
Florida,Pinellas,2007,365,232,125,5,3,0,0,186,71,45,0,2,160,203,0
Florida,Polk,2007,365,251,102,12,0,0,0,150,72,43,0,0,223,140,2
Florida,Putnam,2007,313,305,8,0,0,0,0,85,32,19,0,0,0,0,313
Florida,Santa Rosa,2007,363,274,69,19,1,0,0,172,80,42,0,0,363,0,0
Florida,Sarasota,2007,365,285,72,8,0,0,0,140,67,40,8,0,317,32,8
Florida,Seminole,2007,365,292,69,3,1,0,0,164,67,40,0,0,311,43,11
Florida,St. Lucie,2007,363,275,87,1,0,0,0,104,59,38,0,0,135,228,0
Florida,Volusia,2007,365,309,53,2,1,0,0,181,55,40,0,0,319,45,1
Florida,Wakulla,2007,349,281,64,4,0,0,0,115,67,39,0,0,308,41,0
Georgia,Bibb,2007,365,138,191,28,8,0,0,184,100,55,0,0,95,269,1
Georgia,Charlton,2007,116,100,12,1,3,0,0,159,56,29,0,0,0,116,0
Georgia,Chatham,2007,365,164,194,5,2,0,0,155,73,52,0,0,53,312,0
Georgia,Chattooga,2007,262,141,97,23,1,0,0,182,100,49,0,0,243,0,19
Georgia,Clarke,2007,357,149,180,26,2,0,0,155,93,55,0,0,115,242,0
Georgia,Clayton,2007,118,47,68,3,0,0,0,124,80,56,0,0,0,118,0
Georgia,Cobb,2007,283,120,128,30,5,0,0,172,105,55,0,0,198,85,0
Georgia,Coffee,2007,49,24,22,3,0,0,0,124,78,51,0,0,0,49,0
Georgia,Columbia,2007,226,132,84,9,1,0,0,164,87,47,0,0,226,0,0
Georgia,Coweta,2007,364,155,181,19,8,1,0,201,95,55,0,0,108,256,0
Georgia,Dawson,2007,245,150,85,9,1,0,0,161,84,47,0,0,245,0,0
Georgia,DeKalb,2007,365,102,223,24,15,1,0,220,105,61,0,17,84,264,0
Georgia,Dougherty,2007,114,59,50,4,1,0,0,181,84,49,0,0,0,105,9
Georgia,Douglas,2007,264,140,91,29,4,0,0,177,105,50,0,0,245,0,19
Georgia,Fayette,2007,245,135,83,20,7,0,0,197,101,48,0,0,245,0,0
Georgia,Floyd,2007,294,99,186,9,0,0,0,149,82,59,0,0,0,294,0
Georgia,Fulton,2007,365,98,220,31,15,1,0,212,109,63,0,13,81,271,0
Georgia,Glynn,2007,279,223,54,2,0,0,0,149,58,40,0,0,200,70,9
Georgia,Gwinnett,2007,355,139,177,32,7,0,0,185,105,58,0,0,125,230,0
Georgia,Hall,2007,108,54,53,1,0,0,0,142,75,51,0,0,0,108,0
Georgia,Henry,2007,363,158,173,21,10,1,0,201,97,54,0,0,117,246,0
Georgia,Houston,2007,103,52,46,3,2,0,0,191,74,49,0,0,0,103,0
Georgia,Lowndes,2007,53,34,18,0,1,0,0,161,72,41,0,0,0,53,0
Georgia,Murray,2007,281,138,119,23,1,0,0,159,100,51,0,0,229,52,0
Georgia,Muscogee,2007,365,152,191,16,6,0,0,177,95,54,0,0,103,262,0
Georgia,Paulding,2007,365,163,169,27,6,0,0,162,97,54,1,1,137,226,0
Georgia,Pike,2007,362,246,95,19,2,0,0,156,84,44,0,0,362,0,0
Georgia,Richmond,2007,346,124,202,18,2,0,0,164,87,58,0,0,99,247,0
Georgia,Rockdale,2007,364,264,73,18,8,1,0,207,93,36,0,128,236,0,0
Georgia,Spalding,2007,60,60,0,0,0,0,0,40,34,19,0,0,0,0,60
Georgia,Sumter,2007,237,155,74,8,0,0,0,143,80,46,0,0,237,0,0
Georgia,Walker,2007,102,46,53,3,0,0,0,127,82,54,0,0,0,102,0
Georgia,Walton,2007,357,192,157,7,1,0,0,156,76,47,0,0,0,357,0
Georgia,Washington,2007,60,26,33,1,0,0,0,110,74,53,0,0,0,56,4
Georgia,Wilkinson,2007,101,42,57,2,0,0,0,140,75,54,0,0,0,101,0
Hawaii,Hawaii,2007,120,104,16,0,0,0,0,91,56,6,0,0,0,120,0
Hawaii,Honolulu,2007,365,361,4,0,0,0,0,67,30,20,5,40,130,62,128
Hawaii,Maui,2007,335,315,19,0,1,0,0,164,40,21,0,0,0,46,289
Idaho,Ada,2007,365,197,150,15,3,0,0,167,87,48,11,0,124,210,20
Idaho,Bannock,2007,311,297,14,0,0,0,0,99,38,16,0,0,0,169,142
Idaho,Benewah,2007,303,265,37,1,0,0,0,108,54,28,0,0,0,303,0
Idaho,Bonner,2007,305,305,0,0,0,0,0,48,24,12,0,0,0,0,305
Idaho,Bonneville,2007,276,246,30,0,0,0,0,82,52,26,0,0,0,276,0
Idaho,Butte,2007,268,205,62,1,0,0,0,101,61,39,0,0,220,48,0
Idaho,Canyon,2007,362,252,108,2,0,0,0,141,66,37,0,0,0,304,58
Idaho,Custer,2007,115,103,10,2,0,0,0,132,52,8,0,0,0,115,0
Idaho,Franklin,2007,211,189,20,2,0,0,0,117,51,20,0,0,0,211,0
Idaho,Idaho,2007,340,310,27,2,1,0,0,167,44,16,0,0,0,340,0
Idaho,Kootenai,2007,358,269,86,3,0,0,0,105,64,39,0,3,140,215,0
Idaho,Latah,2007,353,339,14,0,0,0,0,81,39,14,0,0,0,353,0
Idaho,Lemhi,2007,316,252,52,6,5,1,0,223,66,26,0,0,0,316,0
Idaho,Nez Perce,2007,357,325,32,0,0,0,0,75,45,19,0,0,0,340,17
Idaho,Power,2007,360,302,58,0,0,0,0,90,54,28,0,0,0,216,144
Idaho,Shoshone,2007,361,194,150,16,1,0,0,152,84,46,0,0,0,347,14
Idaho,Twin Falls,2007,295,243,52,0,0,0,0,79,55,30,0,0,0,295,0
Idaho,Valley,2007,167,99,57,10,1,0,0,158,81,45,0,0,0,167,0
Illinois,Adams,2007,334,265,63,6,0,0,0,140,67,37,0,0,308,26,0
Illinois,Champaign,2007,365,251,100,14,0,0,0,140,80,42,0,0,298,67,0
Illinois,Clark,2007,196,143,46,7,0,0,0,140,77,43,0,0,196,0,0
Illinois,Cook,2007,365,49,265,44,6,1,0,203,108,71,0,152,71,139,3
Illinois,DuPage,2007,365,180,177,8,0,0,0,147,75,51,0,0,108,257,0
Illinois,Effingham,2007,223,150,61,12,0,0,0,129,87,45,0,0,223,0,0
Illinois,Hamilton,2007,316,130,175,11,0,0,0,147,88,54,0,0,96,220,0
Illinois,Jackson,2007,58,57,1,0,0,0,0,56,33,20,0,0,0,0,58
Illinois,Jersey,2007,243,170,62,11,0,0,0,150,87,44,0,0,205,38,0
Illinois,Jo Daviess,2007,358,300,46,12,0,0,0,143,64,36,0,0,358,0,0
Illinois,Kane,2007,365,285,70,10,0,0,0,140,67,34,0,0,320,45,0
Illinois,La Salle,2007,365,203,160,2,0,0,0,114,68,47,0,0,0,324,41
Illinois,Lake,2007,365,287,67,9,2,0,0,154,74,35,0,0,336,29,0
Illinois,Macon,2007,365,184,169,12,0,0,0,129,80,50,0,0,164,201,0
Illinois,Macoupin,2007,364,314,41,8,1,0,0,164,58,34,0,0,359,0,5
Illinois,Madison,2007,365,196,134,28,6,1,0,202,100,49,0,0,210,82,73
Illinois,McHenry,2007,365,211,145,9,0,0,0,133,74,45,0,0,141,224,0
Illinois,McLean,2007,365,263,92,9,1,0,0,166,84,39,0,0,319,46,0
Illinois,Peoria,2007,365,174,172,19,0,0,0,136,86,52,1,0,157,206,1
Illinois,Randolph,2007,360,266,75,19,0,0,0,140,77,40,0,0,322,38,0
Illinois,Rock Island,2007,364,305,54,5,0,0,0,133,60,35,0,0,333,31,0
Illinois,Saint Clair,2007,365,143,211,10,1,0,0,169,78,54,0,28,59,277,1
Illinois,Sangamon,2007,365,288,72,5,0,0,0,136,62,35,8,0,291,66,0
Illinois,Will,2007,362,292,63,7,0,0,0,122,64,35,0,0,316,45,1
Illinois,Winnebago,2007,365,287,71,7,0,0,0,122,67,36,1,0,298,66,0
Indiana,Allen,2007,365,155,190,19,1,0,0,151,90,53,1,0,119,245,0
Indiana,Boone,2007,183,106,52,25,0,0,0,150,101,48,0,0,183,0,0
Indiana,Carroll,2007,161,110,42,9,0,0,0,150,90,45,0,0,161,0,0
Indiana,Clark,2007,354,102,210,35,7,0,0,174,112,60,0,0,101,253,0
Indiana,Delaware,2007,333,137,177,18,1,0,0,154,93,54,0,0,122,211,0
Indiana,Dubois,2007,332,125,199,8,0,0,0,116,76,54,0,0,0,332,0
Indiana,Elkhart,2007,312,141,152,17,2,0,0,159,93,53,0,0,121,191,0
Indiana,Floyd,2007,302,121,151,27,3,0,0,179,100,56,0,0,160,142,0
Indiana,Greene,2007,183,80,74,27,2,0,0,161,115,54,0,0,183,0,0
Indiana,Hamilton,2007,165,74,63,25,3,0,0,156,115,54,0,0,165,0,0
Indiana,Hancock,2007,182,94,60,27,1,0,0,172,108,49,0,0,182,0,0
Indiana,Hendricks,2007,365,287,56,22,0,0,0,143,90,32,25,149,177,0,14
Indiana,Henry,2007,113,49,63,1,0,0,0,103,72,52,0,0,0,113,0
Indiana,Howard,2007,109,53,55,1,0,0,0,111,74,51,0,0,0,109,0
Indiana,Huntington,2007,182,112,59,11,0,0,0,140,90,46,0,0,182,0,0
Indiana,Jackson,2007,183,100,62,21,0,0,0,143,101,49,0,0,183,0,0
Indiana,Johnson,2007,182,90,66,25,1,0,0,161,112,51,0,0,182,0,0
Indiana,Knox,2007,363,241,97,25,0,0,0,150,90,44,0,0,297,66,0
Indiana,LaPorte,2007,341,186,139,16,0,0,0,150,80,48,0,0,116,225,0
Indiana,Lake,2007,365,134,204,22,5,0,0,172,90,55,1,8,96,251,9
Indiana,Madison,2007,350,142,193,15,0,0,0,150,90,55,0,0,118,231,1
