"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Arizona","Yavapai",2008,161,123,35,3,0,0,0,101,77,25,0,0,55,103,3
"Arizona","Yuma",2008,360,220,116,23,0,1,0,245,87,45,0,0,156,23,181
"Arkansas","Arkansas",2008,116,74,42,0,0,0,0,87,65,43,0,0,0,116,0
"Arkansas","Ashley",2008,119,79,40,0,0,0,0,79,62,41,0,0,0,119,0
"Arkansas","Clark",2008,343,324,19,0,0,0,0,84,47,31,0,0,343,0,0
"Arkansas","Crittenden",2008,366,261,99,5,1,0,0,172,71,40,0,60,234,72,0
"Arkansas","Faulkner",2008,111,67,44,0,0,0,0,81,67,45,0,0,0,111,0
"Arkansas","Garland",2008,113,70,43,0,0,0,0,80,66,41,0,0,0,113,0
"Arkansas","Jackson",2008,122,76,45,1,0,0,0,101,65,43,0,0,0,122,0
"Arkansas","Newton",2008,364,295,69,0,0,0,0,84,61,39,0,0,334,30,0
"Arkansas","Phillips",2008,117,79,38,0,0,0,0,90,65,42,0,0,0,117,0
"Arkansas","Polk",2008,362,260,100,2,0,0,0,108,67,42,0,0,299,63,0
"Arkansas","Pope",2008,118,74,44,0,0,0,0,81,67,43,0,0,0,118,0
"Arkansas","Pulaski",2008,366,171,191,4,0,0,0,147,71,52,0,2,109,255,0
"Arkansas","Sebastian",2008,114,75,39,0,0,0,0,74,66,41,0,0,0,114,0
"Arkansas","Union",2008,105,69,36,0,0,0,0,77,64,43,0,0,0,105,0
"Arkansas","Washington",2008,366,309,57,0,0,0,0,87,54,37,0,0,290,76,0
"Arkansas","White",2008,106,74,32,0,0,0,0,84,66,38,0,0,0,106,0
"California","Alameda",2008,366,182,168,12,3,1,0,205,83,51,0,15,100,251,0
"California","Amador",2008,353,220,91,28,11,3,0,206,115,45,0,0,353,0,0
"California","Butte",2008,366,173,157,24,9,3,0,212,100,52,0,0,259,107,0
"California","Calaveras",2008,361,231,98,26,5,1,0,202,93,45,0,0,346,14,1
"California","Colusa",2008,366,210,138,11,6,1,0,220,83,47,0,0,197,165,4
"California","Contra Costa",2008,366,268,84,12,2,0,0,161,77,42,0,44,252,66,4
"California","Del Norte",2008,118,113,5,0,0,0,0,68,30,14,0,0,0,92,26
"California","El Dorado",2008,366,208,102,39,13,4,0,214,122,47,0,0,364,2,0
"California","Fresno",2008,366,55,177,92,35,7,0,228,153,84,0,4,190,171,1
"California","Glenn",2008,365,220,124,9,10,2,0,237,77,46,0,0,174,189,2
"California","Humboldt",2008,364,349,15,0,0,0,0,87,42,28,6,18,286,50,4
"California","Imperial",2008,366,171,162,28,5,0,0,169,97,53,2,78,235,31,20
"California","Inyo",2008,366,197,134,22,9,0,4,710,100,49,0,0,304,1,61
"California","Kern",2008,366,34,137,107,74,14,0,217,172,107,0,1,204,147,14
"California","Kings",2008,366,68,194,69,32,3,0,220,143,80,0,0,202,141,23
"California","Lake",2008,363,339,21,1,2,0,0,172,46,34,0,0,353,10,0
"California","Los Angeles",2008,366,31,214,67,46,8,0,227,172,84,0,66,163,135,2
"California","Madera",2008,346,215,85,40,5,1,0,202,108,45,0,35,311,0,0
"California","Marin",2008,366,350,16,0,0,0,0,97,44,31,3,114,216,32,1
"California","Mariposa",2008,366,144,161,45,16,0,0,200,119,55,0,0,289,77,0
"California","Mendocino",2008,365,347,15,3,0,0,0,134,44,31,12,32,286,22,13
"California","Merced",2008,364,176,129,44,12,3,0,216,119,52,0,32,285,41,6
"California","Mono",2008,296,246,35,3,3,1,8,2665,64,20,0,0,0,21,275
"California","Monterey",2008,366,339,27,0,0,0,0,97,49,36,0,11,334,13,8
"California","Napa",2008,366,198,159,9,0,0,0,122,72,49,0,7,91,268,0
"California","Nevada",2008,366,188,126,34,17,1,0,203,115,50,0,2,306,58,0
"California","Orange",2008,366,108,216,36,6,0,0,197,101,65,0,54,108,200,4
"California","Placer",2008,366,162,146,39,18,1,0,207,115,54,0,23,225,118,0
"California","Plumas",2008,141,77,54,4,6,0,0,196,92,47,0,0,0,141,0
"California","Riverside",2008,366,37,175,90,49,14,1,322,179,91,0,21,204,98,43
"California","Sacramento",2008,366,133,160,47,19,7,0,219,140,61,0,24,239,97,6
"California","San Benito",2008,364,238,100,22,4,0,0,172,93,45,0,0,354,10,0
"California","San Bernardino",2008,366,79,140,67,55,25,0,222,190,84,0,60,266,33,7
"California","San Diego",2008,366,67,225,63,10,1,0,204,117,72,0,47,191,122,6
"California","San Francisco",2008,366,224,140,2,0,0,0,110,69,44,1,51,73,241,0
"California","San Joaquin",2008,366,192,142,22,10,0,0,195,95,49,0,38,213,105,10
"California","San Luis Obispo",2008,366,173,121,62,10,0,0,179,122,51,0,2,348,9,7
"California","San Mateo",2008,366,244,121,1,0,0,0,102,69,40,0,41,114,211,0
"California","Santa Barbara",2008,366,233,121,11,1,0,0,151,77,47,0,6,346,14,0
"California","Santa Clara",2008,366,181,167,17,1,0,0,179,85,51,0,26,142,198,0
"California","Santa Cruz",2008,366,335,30,1,0,0,0,115,49,36,0,0,350,12,4
"California","Shasta",2008,366,251,85,23,6,1,0,250,93,45,0,0,344,22,0
"California","Siskiyou",2008,360,326,32,2,0,0,0,115,50,34,0,0,331,19,10
"California","Solano",2008,366,172,171,19,4,0,0,169,87,52,0,2,137,227,0
"California","Sonoma",2008,366,335,31,0,0,0,0,90,48,37,1,45,281,39,0
"California","Stanislaus",2008,366,106,178,63,15,4,0,226,130,64,0,2,195,167,2
"California","Sutter",2008,365,179,149,28,7,2,0,208,101,51,0,15,204,145,1
"California","Tehama",2008,314,196,87,27,4,0,0,197,100,47,0,0,303,0,11
"California","Trinity",2008,122,103,8,2,9,0,0,188,94,18,0,0,0,69,53
"California","Tulare",2008,366,61,135,97,65,8,0,217,166,97,0,0,245,121,0
"California","Tuolumne",2008,365,237,90,29,7,2,0,209,101,45,0,0,365,0,0
"California","Ventura",2008,366,188,121,50,7,0,0,174,115,50,0,16,316,34,0
"California","Yolo",2008,366,238,107,14,7,0,0,182,80,44,0,10,231,118,7
"Colorado","Adams",2008,366,196,155,15,0,0,0,150,84,49,0,91,199,40,36
"Colorado","Alamosa",2008,361,343,16,2,0,0,0,102,37,20,0,0,0,13,348
"Colorado","Arapahoe",2008,190,170,20,0,0,0,0,74,52,35,0,0,99,91,0
"Colorado","Archuleta",2008,354,348,6,0,0,0,0,98,34,19,0,0,0,0,354
"Colorado","Boulder",2008,366,219,131,16,0,0,0,143,87,47,9,0,332,25,0
"Colorado","Clear Creek",2008,105,27,65,12,1,0,0,151,105,67,0,0,105,0,0
"Colorado","Delta",2008,115,111,4,0,0,0,0,69,33,22,0,0,0,0,115
"Colorado","Denver",2008,366,223,138,4,1,0,0,151,80,47,1,34,233,83,15
"Colorado","Douglas",2008,364,233,114,16,1,0,0,161,90,45,0,0,350,14,0
"Colorado","El Paso",2008,366,248,112,6,0,0,0,133,77,44,1,0,356,8,1
"Colorado","Elbert",2008,60,60,0,0,0,0,0,45,35,17,0,0,0,60,0
"Colorado","Fremont",2008,58,58,0,0,0,0,0,50,27,14,0,0,0,0,58
"Colorado","Garfield",2008,365,185,171,9,0,0,0,128,84,50,0,0,334,0,31
"Colorado","Gunnison",2008,361,283,78,0,0,0,0,100,61,44,0,0,294,0,67
"Colorado","Jackson",2008,115,114,1,0,0,0,0,62,18,9,0,0,0,115,0
"Colorado","Jefferson",2008,366,212,125,28,1,0,0,174,100,48,0,0,366,0,0
"Colorado","La Plata",2008,366,208,153,5,0,0,0,112,80,49,0,6,359,0,1
"Colorado","Larimer",2008,366,203,142,21,0,0,0,143,90,49,1,0,354,11,0
"Colorado","Mesa",2008,366,199,164,3,0,0,0,122,74,47,10,0,218,35,103
"Colorado","Montezuma",2008,363,238,124,1,0,0,0,101,71,46,0,0,358,5,0
"Colorado","Park",2008,123,32,54,35,2,0,0,161,129,77,0,0,123,0,0
"Colorado","Pitkin",2008,121,120,1,0,0,0,0,56,27,15,0,0,0,11,110
"Colorado","Prowers",2008,365,338,25,1,0,1,0,218,46,23,0,0,0,0,365
"Colorado","Pueblo",2008,142,129,13,0,0,0,0,83,47,29,0,0,0,84,58
"Colorado","Routt",2008,298,276,22,0,0,0,0,85,45,21,0,0,0,0,298
"Colorado","San Juan",2008,117,116,1,0,0,0,0,57,18,8,0,0,0,117,0
"Colorado","San Miguel",2008,112,105,7,0,0,0,0,64,32,14,0,0,0,0,112
"Colorado","Summit",2008,327,321,6,0,0,0,0,75,27,11,0,0,0,0,327
"Colorado","Teller",2008,82,20,48,14,0,0,0,140,112,74,0,0,82,0,0
"Colorado","Weld",2008,366,247,111,8,0,0,0,122,79,44,23,0,300,42,1
"Connecticut","Fairfield",2008,366,221,114,23,8,0,0,200,93,45,0,50,152,164,0
"Connecticut","Hartford",2008,366,251,106,7,2,0,0,159,68,40,11,47,122,186,0
"Connecticut","Litchfield",2008,366,309,48,8,1,0,0,161,61,36,0,37,278,51,0
"Connecticut","Middlesex",2008,183,142,29,11,1,0,0,164,84,42,0,0,183,0,0
"Connecticut","New Haven",2008,366,213,135,16,2,0,0,200,85,46,0,39,132,195,0
"Connecticut","New London",2008,349,247,91,9,2,0,0,172,72,41,0,0,145,204,0
"Connecticut","Tolland",2008,183,136,34,10,3,0,0,172,84,41,0,0,183,0,0
"Connecticut","Windham",2008,364,335,25,4,0,0,0,115,49,33,0,0,364,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2008,366,66,180,89,25,3,3,419,147,80,9,72,183,0,102
"Country Of Mexico","CHIHUAHUA STATE",2008,366,214,123,25,3,1,0,210,93,48,65,0,258,0,43
"Country Of Mexico","SONORA",2008,61,28,33,0,0,0,0,86,72,52,0,0,0,0,61
"Delaware","Kent",2008,268,157,94,17,0,0,0,147,87,47,0,0,184,84,0
"Delaware","New Castle",2008,366,174,168,21,2,1,0,202,93,52,0,36,143,187,0
"Delaware","Sussex",2008,260,143,96,20,1,0,0,164,97,48,0,0,195,65,0
"District Of Columbia","District of Columbia",2008,366,183,167,12,4,0,0,187,84,51,5,72,121,167,1
"Florida","Alachua",2008,366,325,39,2,0,0,0,119,54,35,0,0,302,46,18
"Florida","Baker",2008,359,318,40,1,0,0,0,101,54,34,0,0,359,0,0
"Florida","Bay",2008,366,290,67,9,0,0,0,150,69,38,0,0,304,57,5
"Florida","Brevard",2008,366,281,82,3,0,0,0,122,58,41,0,0,208,158,0
"Florida","Broward",2008,366,261,103,1,1,0,0,169,60,42,0,5,140,221,0
"Florida","Citrus",2008,122,107,15,0,0,0,0,76,52,33,0,0,0,122,0
"Florida","Collier",2008,359,299,56,4,0,0,0,115,58,38,0,0,209,150,0
"Florida","Columbia",2008,364,205,159,0,0,0,0,100,67,48,0,0,111,253,0
"Florida","Duval",2008,366,231,130,5,0,0,0,115,67,45,0,7,145,210,4
"Florida","Escambia",2008,366,229,124,12,1,0,0,151,77,45,0,0,179,187,0
"Florida","Hamilton",2008,360,244,116,0,0,0,0,76,59,43,0,0,0,360,0
"Florida","Highlands",2008,363,340,18,5,0,0,0,122,47,33,0,0,363,0,0
"Florida","Hillsborough",2008,366,218,139,7,2,0,0,187,69,48,0,1,162,199,4
"Florida","Holmes",2008,366,246,119,1,0,0,0,105,65,43,0,0,142,224,0
"Florida","Indian River",2008,349,307,38,4,0,0,0,126,54,37,0,0,349,0,0
"Florida","Lake",2008,366,282,81,3,0,0,0,115,61,40,0,0,229,137,0
"Florida","Lee",2008,366,331,32,3,0,0,0,119,50,35,0,0,326,28,12
"Florida","Leon",2008,366,170,189,7,0,0,0,129,74,52,0,0,69,297,0
"Florida","Liberty",2008,354,323,31,0,0,0,0,90,50,33,0,0,354,0,0
"Florida","Manatee",2008,152,119,26,6,1,0,0,156,71,41,0,0,152,0,0
"Florida","Marion",2008,366,280,82,4,0,0,0,108,61,39,0,0,203,163,0
"Florida","Miami-Dade",2008,366,242,117,6,1,0,0,155,63,44,0,1,101,264,0
"Florida","Okaloosa",2008,28,28,0,0,0,0,0,41,35,28,0,0,28,0,0
"Florida","Orange",2008,366,264,98,4,0,0,0,147,64,43,0,3,175,188,0
"Florida","Osceola",2008,357,337,16,4,0,0,0,119,48,33,0,0,357,0,0
"Florida","Palm Beach",2008,365,317,47,0,1,0,0,169,54,36,0,3,260,98,4
"Florida","Pasco",2008,366,309,50,7,0,0,0,143,61,38,0,0,366,0,0
"Florida","Pinellas",2008,366,253,107,6,0,0,0,140,61,45,0,3,147,216,0
"Florida","Polk",2008,366,270,91,5,0,0,0,126,61,42,0,0,202,164,0
"Florida","Putnam",2008,340,335,5,0,0,0,0,62,29,19,0,0,0,0,340
"Florida","Santa Rosa",2008,365,251,99,13,2,0,0,154,73,43,0,0,252,113,0
"Florida","Sarasota",2008,366,295,63,7,1,0,0,159,61,41,0,0,243,123,0
"Florida","Seminole",2008,364,320,42,2,0,0,0,122,52,36,0,0,326,32,6
"Florida","St. Lucie",2008,366,286,79,1,0,0,0,105,57,39,0,0,150,216,0
"Florida","Volusia",2008,366,278,88,0,0,0,0,100,58,41,0,0,193,168,5
"Florida","Wakulla",2008,358,301,51,6,0,0,0,129,59,36,0,0,318,40,0
"Georgia","Bibb",2008,365,155,193,16,1,0,0,151,87,54,0,0,102,263,0
"Georgia","Charlton",2008,120,110,10,0,0,0,0,83,49,29,0,0,0,120,0
"Georgia","Chatham",2008,366,216,147,3,0,0,0,136,69,46,0,0,84,281,1
"Georgia","Chattooga",2008,260,201,58,1,0,0,0,101,71,42,0,0,239,0,21
"Georgia","Clarke",2008,362,192,158,12,0,0,0,140,80,48,0,0,141,221,0
"Georgia","Clayton",2008,115,48,66,1,0,0,0,110,70,53,0,0,0,115,0
"Georgia","Cobb",2008,323,166,145,11,1,0,0,154,80,50,0,0,133,190,0
"Georgia","Coffee",2008,53,39,14,0,0,0,0,80,61,35,0,0,0,53,0
"Georgia","Columbia",2008,241,159,76,6,0,0,0,129,80,47,0,0,241,0,0
"Georgia","Coweta",2008,363,201,151,10,1,0,0,164,77,48,0,0,91,272,0
"Georgia","Dawson",2008,244,168,68,8,0,0,0,133,77,44,0,0,244,0,0
"Georgia","DeKalb",2008,366,130,213,19,4,0,0,182,87,55,0,18,86,262,0
"Georgia","Dougherty",2008,261,105,154,2,0,0,0,121,72,53,0,0,0,256,5
"Georgia","Douglas",2008,248,165,71,12,0,0,0,150,87,45,0,0,237,0,11
"Georgia","Fayette",2008,245,185,50,9,1,0,0,151,77,44,0,0,245,0,0
"Georgia","Floyd",2008,354,157,196,1,0,0,0,106,73,53,0,0,0,354,0
"Georgia","Fulton",2008,366,110,232,20,4,0,0,192,90,58,0,12,53,301,0
"Georgia","Glynn",2008,273,220,51,2,0,0,0,101,58,39,0,0,200,64,9
"Georgia","Gwinnett",2008,362,193,160,8,1,0,0,156,78,49,0,0,91,271,0
"Georgia","Hall",2008,347,125,220,2,0,0,0,128,77,55,0,0,0,347,0
"Georgia","Henry",2008,364,198,145,15,6,0,0,192,84,49,0,0,109,255,0
"Georgia","Houston",2008,341,145,193,3,0,0,0,117,70,53,0,0,0,341,0
"Georgia","Lowndes",2008,339,121,216,2,0,0,0,117,70,55,0,0,0,339,0
"Georgia","Murray",2008,282,176,97,9,0,0,0,133,84,46,0,0,220,62,0
"Georgia","Muscogee",2008,361,179,173,9,0,0,0,129,77,51,0,0,112,249,0
"Georgia","Paulding",2008,366,198,156,12,0,0,0,147,80,48,0,1,129,236,0
"Georgia","Pike",2008,360,268,78,13,1,0,0,159,77,41,0,0,360,0,0
"Georgia","Richmond",2008,360,166,185,9,0,0,0,143,77,52,0,0,96,264,0
"Georgia","Rockdale",2008,366,269,74,19,3,1,0,203,87,36,0,123,243,0,0
"Georgia","Spalding",2008,38,38,0,0,0,0,0,46,29,19,0,0,0,0,38
"Georgia","Sumter",2008,228,180,46,2,0,0,0,105,77,40,0,0,228,0,0
"Georgia","Walker",2008,346,123,221,2,0,0,0,102,75,56,0,0,0,346,0
"Georgia","Walton",2008,301,172,128,1,0,0,0,101,69,46,0,0,0,301,0
"Georgia","Washington",2008,84,53,31,0,0,0,0,88,66,41,0,0,0,74,10
"Georgia","Wilkinson",2008,86,46,40,0,0,0,0,89,71,50,0,0,0,86,0
"Hawaii","Hawaii",2008,312,33,248,24,7,0,0,168,100,71,0,0,0,312,0
"Hawaii","Honolulu",2008,366,355,11,0,0,0,0,98,36,23,0,18,194,53,101
"Hawaii","Maui",2008,346,339,7,0,0,0,0,62,31,18,0,0,0,76,270
"Idaho","Ada",2008,366,247,113,6,0,0,0,147,67,43,8,0,133,202,23
"Idaho","Bannock",2008,347,325,20,2,0,0,0,112,43,16,0,0,0,282,65
"Idaho","Benewah",2008,356,311,44,1,0,0,0,108,55,28,0,0,0,356,0
"Idaho","Boise",2008,21,20,1,0,0,0,0,76,47,36,0,0,0,21,0
"Idaho","Bonner",2008,360,359,1,0,0,0,0,62,24,12,0,0,0,0,360
"Idaho","Bonneville",2008,114,110,4,0,0,0,0,59,43,21,0,0,0,114,0
"Idaho","Butte",2008,363,295,67,1,0,0,0,101,61,44,0,0,360,3,0
"Idaho","Canyon",2008,287,246,41,0,0,0,0,99,55,29,0,0,0,175,112
"Idaho","Custer",2008,108,104,4,0,0,0,0,69,31,8,0,0,0,108,0
"Idaho","Franklin",2008,90,85,4,1,0,0,0,140,40,21,0,0,0,90,0
"Idaho","Idaho",2008,297,285,12,0,0,0,0,63,33,15,0,0,0,297,0
"Idaho","Kootenai",2008,364,303,60,1,0,0,0,113,57,36,0,0,132,232,0
"Idaho","Latah",2008,340,331,9,0,0,0,0,68,34,14,0,0,0,340,0
"Idaho","Lemhi",2008,350,309,41,0,0,0,0,84,53,23,0,0,0,350,0
"Idaho","Nez Perce",2008,327,305,22,0,0,0,0,75,40,18,0,0,0,327,0
"Idaho","Power",2008,296,254,39,2,1,0,0,168,54,29,0,0,0,164,132
"Idaho","Shoshone",2008,366,191,159,13,3,0,0,155,89,48,0,0,0,365,1
"Idaho","Twin Falls",2008,335,302,33,0,0,0,0,79,50,26,0,0,0,335,0
"Idaho","Valley",2008,190,175,15,0,0,0,0,70,43,26,0,0,0,190,0
"Illinois","Adams",2008,357,331,26,0,0,0,0,93,49,33,0,0,321,36,0
"Illinois","Champaign",2008,366,296,70,0,0,0,0,97,58,38,0,0,298,68,0
"Illinois","Clark",2008,196,175,21,0,0,0,0,100,51,39,0,0,196,0,0
"Illinois","Cook",2008,366,64,265,37,0,0,0,117,101,69,0,185,34,147,0
"Illinois","DuPage",2008,366,222,142,2,0,0,0,106,68,45,0,0,91,275,0
"Illinois","Effingham",2008,212,189,23,0,0,0,0,100,51,38,0,0,212,0,0
"Illinois","Hamilton",2008,245,189,54,2,0,0,0,109,64,42,0,0,201,44,0
"Illinois","Jackson",2008,56,56,0,0,0,0,0,35,28,16,0,0,0,0,56
"Illinois","Jersey",2008,244,191,50,2,1,0,0,159,64,41,0,0,205,39,0
"Illinois","Jo Daviess",2008,363,326,36,1,0,0,0,105,51,36,0,0,363,0,0
"Illinois","Kane",2008,364,319,43,2,0,0,0,101,53,33,0,0,323,41,0
"Illinois","La Salle",2008,366,261,105,0,0,0,0,89,62,39,0,0,0,322,44
"Illinois","Lake",2008,366,309,54,3,0,0,0,105,64,34,0,0,339,27,0
"Illinois","Macon",2008,363,252,111,0,0,0,0,97,64,42,0,0,182,181,0
"Illinois","Macoupin",2008,351,326,24,1,0,0,0,101,49,33,0,0,342,0,9
"Illinois","Madison",2008,366,203,156,7,0,0,0,140,80,48,0,0,184,134,48
"Illinois","McHenry",2008,366,261,105,0,0,0,0,100,64,40,0,0,182,184,0
"Illinois","McLean",2008,347,275,71,1,0,0,0,112,61,38,0,0,278,69,0
"Illinois","Peoria",2008,366,207,159,0,0,0,0,100,71,46,4,0,137,225,0
"Illinois","Randolph",2008,363,313,50,0,0,0,0,87,54,37,0,0,330,33,0
"Illinois","Rock Island",2008,340,307,33,0,0,0,0,88,50,34,0,0,302,38,0
"Illinois","Saint Clair",2008,366,208,156,2,0,0,0,117,70,45,0,57,65,244,0
"Illinois","Sangamon",2008,366,319,47,0,0,0,0,88,54,34,1,0,290,75,0
"Illinois","Will",2008,361,326,35,0,0,0,0,92,50,33,0,0,316,45,0
"Illinois","Winnebago",2008,366,316,49,1,0,0,0,128,57,34,7,0,287,72,0
"Indiana","Allen",2008,362,138,218,6,0,0,0,120,80,54,14,0,76,272,0
"Indiana","Boone",2008,183,128,51,4,0,0,0,115,80,45,0,0,183,0,0
"Indiana","Carroll",2008,181,153,28,0,0,0,0,97,61,42,0,0,181,0,0
"Indiana","Clark",2008,346,135,196,15,0,0,0,150,84,55,0,0,104,240,2
"Indiana","Delaware",2008,233,165,68,0,0,0,0,89,64,43,0,0,148,85,0
"Indiana","Dubois",2008,285,140,145,0,0,0,0,92,71,51,0,0,0,285,0
"Indiana","Elkhart",2008,238,143,91,4,0,0,0,139,81,46,0,0,159,79,0
"Indiana","Floyd",2008,365,135,224,5,1,0,0,164,79,55,0,0,70,295,0
"Indiana","Gibson",2008,91,58,33,0,0,0,0,83,67,43,0,0,0,91,0
"Indiana","Greene",2008,181,113,62,6,0,0,0,115,84,47,0,0,181,0,0
"Indiana","Hamilton",2008,182,113,61,7,1,0,0,154,93,47,0,0,182,0,0
"Indiana","Hancock",2008,183,117,60,6,0,0,0,126,84,47,0,0,183,0,0
"Indiana","Hendricks",2008,356,314,40,2,0,0,0,115,51,30,21,139,181,0,15
"Indiana","Henry",2008,116,71,45,0,0,0,0,86,67,44,0,0,0,116,0
"Indiana","Howard",2008,102,66,36,0,0,0,0,100,69,44,0,0,0,102,0
"Indiana","Huntington",2008,182,159,23,0,0,0,0,84,54,40,0,0,182,0,0
"Indiana","Jackson",2008,183,128,52,3,0,0,0,122,71,46,0,0,183,0,0
"Indiana","Johnson",2008,179,126,52,1,0,0,0,119,77,46,0,0,179,0,0
"Indiana","Knox",2008,364,275,87,2,0,0,0,108,67,40,0,0,299,65,0
"Indiana","LaPorte",2008,240,163,77,0,0,0,0,93,69,42,0,0,162,78,0
"Indiana","Lake",2008,366,173,188,5,0,0,0,122,76,52,0,10,56,290,10
"Indiana","Madison",2008,361,206,155,0,0,0,0,98,72,47,0,0,92,269,0
"Indiana","Marion",2008,366,128,231,7,0,0,0,143,83,56,0,5,90,271,0
"Indiana","Morgan",2008,182,114,67,1,0,0,0,122,80,47,0,0,182,0,0
"Indiana","Perry",2008,211,153,53,5,0,0,0,133,74,43,0,0,171,0,40
"Indiana","Porter",2008,366,198,165,3,0,0,0,140,72,48,0,0,96,243,27
"Indiana","Posey",2008,173,134,37,2,0,0,0,133,64,44,0,0,173,0,0
"Indiana","Shelby",2008,182,126,54,2,0,0,0,101,77,46,0,0,182,0,0
"Indiana","Spencer",2008,112,61,51,0,0,0,0,83,67,46,0,0,0,112,0
"Indiana","St. Joseph",2008,366,248,116,2,0,0,0,108,73,41,0,72,163,131,0
"Indiana","Tippecanoe",2008,351,201,147,3,0,0,0,131,69,46,0,0,0,351,0
"Indiana","Vanderburgh",2008,363,180,173,10,0,0,0,143,77,51,0,3,96,264,0
"Indiana","Vigo",2008,359,212,145,2,0,0,0,115,71,46,0,0,92,267,0
"Indiana","Wabash",2008,340,301,38,1,0,0,0,101,51,37,0,0,340,0,0
"Indiana","Warrick",2008,183,124,55,4,0,0,0,119,74,45,0,0,183,0,0
"Indiana","Washington",2008,120,79,41,0,0,0,0,78,63,39,0,0,0,120,0
"Indiana","Whitley",2008,61,41,19,1,0,0,0,142,69,35,0,0,0,0,61
"Iowa","Black Hawk",2008,131,98,31,2,0,0,0,115,60,35,0,0,0,110,21
"Iowa","Bremer",2008,213,184,29,0,0,0,0,87,54,40,0,0,213,0,0
"Iowa","Cerro Gordo",2008,366,324,42,0,0,0,0,75,53,26,0,0,0,0,366
